strain,"拉紧，拉伤, 用力拉 语气, 一段音乐 扭伤, 歪曲 受到强大的压力, 拉紧，紧绷 "
sprain,"v.扭伤[红宝书]"
drain,"v.排出沟外；喝光[红宝书]"
grain,"n.谷物；小的硬粒[红宝书]"
plain,"a.简单的；清楚的；n.平原[红宝书]"
span,"n.跨度；两个界限间的距离[红宝书]"
spin,"v.旋转；纺，纺纱；n.旋转[红宝书]"
sprawl,"杂乱无序地发展；蔓生，蔓延：irregularly"
sprint,"v.短距离全速奔跑[红宝书]"
stain,"v.玷污(某人名声)；染色[红宝书]"
strait,"海峡：channel joining water；痛苦：suffering"
trounce,"v.痛击，严惩[红宝书]"
jounce,"v.颠簸地移动[红宝书]"
pounce,"n.爪；猛扑  v.猛扑，突袭[红宝书]"
truce,"休战，休战协定：suspension fighting"
importune,"宏伟壮丽的：impressive"
opportune,"合适的，恰当的：convenient"
finagle,"v.骗取，骗得[红宝书]"
finable,"a.应罚款的[红宝书]"
finale,"终场，结局：closing part"
mingle,"mingle：social；混合，结合：mix"
rectificate,"n.整流 "
ratification,"n.正式批准[红宝书]"
gratification,"n.满足，喜悦[红宝书]"
ramification,"1.n. 衍生物；分枝，分叉；支流[新经济人高频]"
gasification,"气化：gas；"
certification,"n.证明[红宝书]"
clarification,"n.解释，澄清[红宝书]"
justification,"n.正当理由，好的（正义的）原因；辨护[红宝书]"
modification,"1.n. 修改，修正；改变[新经济人高频]"
mortification,"n.耻辱，屈辱[红宝书]"
ratiocination,"推理：thought processes"
unification,"n.统一，一致[红宝书]"
verification,"n.确认，查证[红宝书]"
construe,"v.解释；口头翻译[红宝书]"
conserve,"保存，避免浪费：keep avoid wasteful"
construct,"建造，建立：form；创造，相出：create imagination"
chide,"责备：scold mildly"
tutti-frutti,"n.蜜饯百果，搀有什锦水果的冰淇淋 adj.什锦水果味的 "
libertine,"放荡不羁者：without moral restraint"
redeem,"实践，履行（诺言等）：required；改过自新：make better"
chasten,"v.（通过惩罚而使坏习惯等）改正；磨练[红宝书]"
chaste,"a.贞洁的；朴实的[红宝书]"
hasten,"促进：speed-up, accelerate"
caste,"n.社会等级，等级[红宝书]"
chantey,"n.船歌[红宝书]"
chapter,"1.n. 章，回；（俱乐部、协会等的）分会；人生或历史上的重要时期 2.vt. 把…分成章节[新经济人高频]"
charter,"n.特权，(公司)执照；宪章；v.包租车船[红宝书]"
chase,"镂雕（金属）以装饰：decorate; 驱赶：force out"
fasten,"v.使…固定(to fix sth. firmly)[红宝书]"
incorrigible,"不可救药的，积习难改的：incapable of being corrected；无法管制的：impossible to control"
rubric,"写在礼拜规程里的礼仪指示, 习俗 adj.印为红字的 "
forthwith,"即刻，毫不拖延地, 即时 "
redemption,"偿还, 补救 "
librettist,"n.歌词作者，剧本作者 "
stopgap,"n.临时替代者，临时应急措施 "
patron,"保护人, [宗]守护神 "
effect,"印象, 所有物 引起, 产生（效果） "
calamity,"大灾难：disastrous event"
clarity,"清晰，清楚：clear, lucidity; 清澈透明:easily seen through"
crusade,"n.维护理想、原则而进行的运动或斗争[红宝书]"
strand,"海滨，河岸, （思想等的）一个组成部分 使滞留，使搁浅, 使陷于困境 搁浅, 陷入困境 "
strait,"海峡：channel joining water；痛苦：suffering"
Strait,"1.n. 海峡；困境 2.adj. 狭窄的；苦恼的 3.n. (Strait)人名；(英)斯特雷特[新经济人高频]"
trait,"n.人的显著特性[红宝书]"
distrait,"a.心不在焉的[红宝书]"
sprain,"v.扭伤[红宝书]"
staid,"a.稳重的，沉着的[红宝书]"
stain,"v.玷污(某人名声)；染色[红宝书]"
straiten,"v.使为难； 使变窄[红宝书]"
strand,"绳，线之一股：single filament；遗弃，使置之困境：leave in a unfavorable place"
stray,"漫无目的：lacking purpose；离群，迷途，偏离：move away, deviate"
strip,"脱衣，剥去：remove clothing"
strut,"趾高气昂地走：walk pompous；支柱，压杆strengthen a framework"
obvious,"a.明显的，显而易见的[红宝书]"
devious,"a.不正直的；弯曲的[红宝书]"
oblivious,"不知道的，不知情的：lacking awareness, not informed"
odious,"a.可憎的，讨厌的[红宝书]"
odious,"a.可憎的，讨厌的[红宝书]"
copious,"丰富的，大量的：abundant"
noxious,"有害的，有毒的：harmful, injurious to health；产生强烈厌恶的：causing intense displeasure"
obvious,"a.明显的，显而易见的[红宝书]"
odium,"憎恶，讨厌：strong dislike"
ominous,"凶兆的：omen, evil"
pious,"（信仰上）虔诚的：devotion to divine worship；忠诚的：firm in one's allegiance"
tedious,"冗长乏味的：tiresome, dullness, boring"
respite,"间歇，休息：rest"
respire,"呼吸：inhale, exhale air"
despise,"极其不喜欢的：dislike strongly"
repine,"抱怨、表达不满：express discontent；渴望：long for"
repute,"（尤指好的）名声，名誉：good reputation"
requite,"酬谢，报答：make repayment；报仇：punish in kind"
reside,"v.(永久性)居住，定居[红宝书]"
restive,"急躁的，忧虑的：impatience, uneasiness；难以管束的：resisting control"
spite,"n.怨恨，恶意[红宝书]"
solemnity,"庄严，严肃：solemn"
duress,"n.胁迫[红宝书]"
address,"v.处理，对付，着手解决；致词[红宝书]"
caress,"n.爱抚，抚摸；v.爱抚或抚摸某人[红宝书]"
digress,"脱离主题：turn aside main subject"
press,"v.挤压[红宝书]"
gambit,"开局让棋法, 策略，诡计 "
snub,"轻视，不理睬：contempt or neglect"
snob,"n.势力小人[红宝书]"
snug,"a.温暖的，舒适的[红宝书]"
hasty,"轻率的：superficial excessive or careless speed"
tasty,"美味的；令人愉悦的：pleasure or contentment"
simper,"v.假笑，傻笑[红宝书]"
simmer,"v.炖，慢煮 n.即将沸腾的状态[红宝书]"
bumper,"a.特大的  n.保险杠[红宝书]"
damper,"抑制因素：restrains, depresses"
hamper,"阻碍：restrict the movement, impede"
impel,"v.推进；驱使[红宝书]"
kipper,"v.腌制，熏制[红宝书]"
limber,"可塑的，柔软的：flexible"
pamper,"v.纵容，过分关怀[红宝书]"
sampler,"n.刺绣花样；样品检查员[红宝书]"
scamper,"v.奔跑，蹦蹦跳跳[红宝书]"
singer,"1.n. 歌手，歌唱家 2.n. (Singer)人名；(英、德、瑞典、塞、罗、捷、葡、土)辛格；(法)桑热[新经济人高频]"
somber,"昏暗的，无光的：shaded；悲伤的，不愉快的：lacking in cheer"
tamper,"恶意篡改，损害：mischievously；玩弄：rashly or foolishly"
temper,"v.锤炼；缓和；n.脾气，性情[红宝书]"
whimper,"v.啜泣，呜咽[红宝书]"
snide,"a.讽刺的，含沙射影的[红宝书]"
snipe,"v.阻击[红宝书]"
derogative,"adj.减损的，毁损的 "
derogate,"v.贬低，诽谤[红宝书]"
abrogate,"官方的正式废除：annul；无视（某事的）存在：nonexistent"
delegate,"代理人，代表：representative for another；移交（权力，任务等）：possession or safekeeping of another"
desolate,"a.荒凉的，被遗弃的[红宝书]"
detonate,"v.（使）爆炸，引爆[红宝书]"
oblivious,"不知道的，不知情的：lacking awareness, not informed"
obvious,"a.明显的，显而易见的[红宝书]"
synopsis,"摘要，概要：outline, abstract, summary"
synoptic,"a.摘要的[红宝书]"
rehash,"vt.改头换面 "
manifesto,"声明, 告示 vi.〈罕〉发表宣言[声明] "
manifest,"显然的，明显易懂：understanding；显现，显露：make evident"
retraction,"缩回, 缩入 "
detraction,"n.贬低，诽谤[红宝书]"
detection,"n.查明，探明[红宝书]"
extraction,"血统：origin, ancestry"
refraction,"n.折射[红宝书]"
deprecation,"n.反对[红宝书]"
detonation,"n.爆炸(声)，爆炸[红宝书]"
detract,"贬低，降低价值：diminish；使分心：draw attention"
deviation,"n.背离正道[红宝书]"
fraction,"1.n. 分数；部分；小部分；稍微[新经济人高频]"
infraction,"违背，违反：failure to uphold the requirements"
precise,"正规的, 精密 "
precise,"a.精确的[红宝书]"
premise,"n.(推理所依据的)前提[红宝书]"
imprecise,"不精确的：not precise"
practise,"1.vi. 练习，实践；实施，实行；从事 2.vt. 练习，实践；实施，实行[新经济人高频]"
precede,"v.在…之前，早于[红宝书]"
preside,"v.担任主席；负责；指挥[红宝书]"
recipe,"n.食谱[红宝书]"
revise,"更改，修正：improve"
restorative,"adj.有恢复健康作用的，滋补的 滋补品，补药, 兴奋剂 "
remission,"宽恕，豁免, 〈罕〉寄钱，汇款 "
remiss,"疏忽的，不留心的：carelessness"
demise,"1.n. 死亡，终止；转让；传位 2.vt. 遗赠；禅让[新经济人高频]"
premise,"n.(推理所依据的)前提[红宝书]"
recess,"n.壁凹(墙上装的架子、柜子等凹处)；(工作)休假期；(法庭、国会)休庭期[红宝书]"
relish,"喜好，偏好：appreciation or liking；（愿望达成时的）高兴，满足感：when wishes are met；享受，喜欢：take pleasure"
remains,"n.遗址，废墟[红宝书]"
remit,"v.免除；宽恕；汇款[红宝书]"
revise,"更改，修正：improve"
myopic,"缺乏远见的，缺乏辨别能力的：lack of foresight"
myopia,"n.(医)近视；缺乏远见[红宝书]"
mystic,"a.(尤指宗教方面)神秘的，不可思议的；n.神秘主义者[红宝书]"
mythic,"a.神话的；虚构的[红宝书]"
garner,"v.把…储入谷仓；收藏，积累；获得[红宝书]"
Warner,"1.n. 警告者；报警器 2.n. (Warner)人名；(英)沃纳；(德、瑞典)瓦尔纳[新经济人高频]"
Harper,"1.n. 竖琴演奏人[新经济人高频]"
banner,"1.n. 旗帜，横幅；标语 2.n. (Banner)人名；(英、德、罗)班纳[新经济人高频]"
barter,"以物换物：trade, without"
earners,"1.n. 赚钱的人[新经济人高频]"
farmer,"1.n. 农夫，农民 2.n. (Farmer)人名；(英)法默；(法)法尔梅；(西)法梅尔[新经济人高频]"
gander,"n.雄鹅；笨人，傻瓜v.闲逛[红宝书]"
inchoate,"新生的，才开始的：early stage；未完全成型的：imperfectly formed"
incubate,"孵化：cover and warm eggs；帮助，培养，促进：aid"
fauna,"动物群, 动物志 "
dilatory,"拖延的，磨蹭的：cause delay procrastination"
adulatory,"adj.奉承的[红宝书]"
minatory,"带来威胁的，有凶兆的：a sign of evil"
deliberation,"n.细想，考虑[红宝书]"
alliteration,"1.n. 头韵；同音韵错误症[新经济人高频]"
celebration,"1.n. 庆典，庆祝会；庆祝；颂扬[新经济人高频]"
deliberate,"深思熟虑的：careful"
vacillation,"波动, 犹豫不决 "
prevarication,"说谎, 有枝有叶 "
vet,"1.n. 兽医 2.vt. 审查；诊疗 3.vi. 作兽医；诊疗 4.n. (Vet)人名；(柬)韦；(罗)韦特[新经济人高频]"
vent,"v.发泄(情绪)；开孔；n.孔，口[红宝书]"
veto,"否决，禁止：forbid, prohibit"
vex,"使烦恼，使恼怒：bring agitation"
entail,"使必要, 限定继承 "
sanction,"批准，同意，许可：make valid；制裁：coercive measure"
faction,"派系：a party that is often contentious"
function,"v.运行  n.功能；指责[红宝书]"
junction,"n.交叉路口；连接[红宝书]"
sanctify,"使神圣，将...敬为神：make holy"
sanctioned,"1.制裁[新经济人高频]"
